age,gender,primary_tech_field,job_title,employment_type,work_arrangement,experience_years_total,experience_years_in_field,education_level,languages_spoken,skills,primary_skill,num_skills,certifications,company_size,annual_salary_usd,num_languages,num_certifications,total_skills + certificates
41,Male,Site Reliability Engineering,Other,Full-time,Hybrid,0.5,0.5,High School,English; Telugu; Italian; Spanish,CI/CD; Kubernetes; Python; Prometheus; GCP; Grafana; AWS; Incident Management,CI/CD,8,,Small (11-50),71396.09,4,0,8
30,Male,Full-Stack Development,Senior Software Engineer,Full-time,Hybrid,2.3,1.2,Master's Degree,Italian; Dutch,Python; AWS; Docker,Python,3,,Startup (1-10),177318.58,2,0,3
33,Male,Data Science & ML,Other,Full-time,Hybrid,7.1,6.7,PhD,English; Spanish; Russian,Spark; NLTK; TensorFlow; OpenCV; Keras; R; scikit-learn; SQL,Spark,8,Linux Foundation Certified,Enterprise (1000+),419627.39,3,1,9
34,Male,Site Reliability Engineering,Other,Full-time,Remote,3.4,1.9,Master's Degree,English,Docker; Grafana; Go; Python; CI/CD,Docker,5,Certified Scrum Master,Large (201-1000),191336.23,1,1,6
32,Male,Data Science & ML,Other,Full-time,Remote,13.4,7.7,High School,English; Tamil,scikit-learn; NLTK; Pandas; TensorFlow; PyTorch,scikit-learn,5,,Large (201-1000),156732.87,2,0,5
27,Male,Cybersecurity,Other,Full-time,On-site,9.5,4.6,Bachelor's Degree,English; Telugu,Firewalls; Python; Nmap; Linux; Ethical Hacking,Firewalls,5,Kubernetes CKA; TensorFlow Developer Certificate,Medium (51-200),239921.95,2,2,7
25,Male,Blockchain & Web3,Other,Full-time,Hybrid,9.6,9.1,High School,English; French,DeFi; IPFS; Foundry; ethers.js; TypeScript,DeFi,5,,Enterprise (1000+),191639.63,2,0,5
40,Male,Data Science & ML,Other,Full-time,On-site,8.1,3.4,Master's Degree,English,R; Pandas; SQL; NLTK; Hugging Face; Spark; OpenCV,R,7,,Startup (1-10),258901.71,1,0,7
20,Female,Backend Development,Platform Engineer,Full-time,Remote,5.0,2.6,Bachelor's Degree,English; Tamil,C#; FastAPI; Django; Ruby,C#,4,PMP; Azure Solutions Architect; AWS Certified Developer,Medium (51-200),184243.73,2,3,7
27,Male,DevOps & Cloud,Other,Contract,Remote,7.1,5.1,Master's Degree,English,Docker; AWS; Helm; Jenkins,Docker,4,PMP; Linux Foundation Certified,Startup (1-10),167905.19,1,2,6
32,Non-Binary,Mobile Development,Other,Full-time,Hybrid,3.2,3.2,Bachelor's Degree,English; German,React Native; Swift; Flutter; SwiftUI; Xcode; Kotlin; Firebase; Java,React Native,8,Certified Scrum Master; AWS Certified Developer; CEH,Medium (51-200),175992.75,2,3,11
24,Male,Cybersecurity,Other,Full-time,Hybrid,7.8,5.4,Master's Degree,English; Bengali; Arabic,Python; Linux; Incident Response,Python,3,Linux Foundation Certified; Certified Scrum Master,Small (11-50),204779.47,3,2,5
41,Prefer not to say,Embedded Systems & IoT,Other,Full-time,Hybrid,12.1,7.4,Master's Degree,English,PCB Design; Embedded Linux; Microcontrollers; C; MQTT,PCB Design,5,,Medium (51-200),313562.22,1,0,5
32,Non-Binary,Frontend Development,Other,Full-time,Remote,7.9,4.6,PhD,English; Spanish; Italian,GraphQL; HTML/CSS; Tailwind CSS; Webpack; Redux; JavaScript; Angular,GraphQL,7,,Startup (1-10),163005.72,3,0,7
31,Female,Full-Stack Development,Software Engineer,Freelance,Remote,1.3,0.9,Master's Degree,English,Python; REST APIs; Redis; MongoDB; Node.js,Python,5,,Enterprise (1000+),143190.0,1,0,5
37,Male,Full-Stack Development,Web Developer,Full-time,Remote,1.2,0.9,Bootcamp,English; Italian,PostgreSQL; Python; Redis; MongoDB; AWS; GraphQL; REST APIs; React,PostgreSQL,8,Linux Foundation Certified,Large (201-1000),100252.17,2,1,9
35,Male,Data Science & ML,Other,Full-time,Hybrid,7.6,7.5,Bachelor's Degree,Portuguese; Japanese,PyTorch; Hugging Face; OpenCV; TensorFlow; SQL,PyTorch,5,,Large (201-1000),187035.08,2,0,5
40,Prefer not to say,Product Management,Other,Full-time,On-site,2.3,1.8,Bootcamp,English,Roadmapping; Data Analysis; Stakeholder Management; Agile; User Research; A/B Testing; Confluence; Jira,Roadmapping,8,,Startup (1-10),131510.05,1,0,8
30,Male,Full-Stack Development,Software Engineer,Contract,Remote,8.1,5.8,PhD,Russian; Portuguese,REST APIs; Vue.js; Redis; GraphQL,REST APIs,4,AWS Certified Developer; Kubernetes CKA; Azure Solutions Architect,Enterprise (1000+),228344.59,2,3,7
29,Female,Data Science & ML,Other,Freelance,Remote,4.7,4.1,Bootcamp,English; Russian,PyTorch; OpenCV; TensorFlow; Keras; Hugging Face,PyTorch,5,CEH,Small (11-50),173481.87,2,1,6
41,Female,Blockchain & Web3,Other,Full-time,On-site,16.0,14.9,Bachelor's Degree,English,Go; Ethereum; Solidity; Foundry; IPFS,Go,5,,Startup (1-10),270902.57,1,0,5
33,Female,Product Management,Other,Full-time,Remote,6.2,6.1,Master's Degree,French; Portuguese; Bengali,Data Analysis; Roadmapping; SQL; User Research; Wireframing; Scrum; Jira,Data Analysis,7,,Large (201-1000),233068.3,3,0,7
30,Male,Data Science & ML,Other,Full-time,On-site,3.6,3.3,Bachelor's Degree,English; Telugu,Pandas; scikit-learn; NLTK; OpenCV; Python,Pandas,5,,Medium (51-200),166459.39,2,0,5
30,Male,Mobile Development,Other,Contract,Remote,7.9,3.9,Bootcamp,Portuguese; Japanese; French,Xcode; SwiftUI; Kotlin; Android SDK; Java; Jetpack Compose; Firebase; Objective-C,Xcode,8,,Large (201-1000),144011.45,3,0,8
32,Male,Product Management,Other,Full-time,Remote,8.4,4.0,Bachelor's Degree,English,SQL; Data Analysis; Agile; Wireframing; Figma,SQL,5,,Small (11-50),247852.02,1,0,5
34,Female,Embedded Systems & IoT,Other,Full-time,Remote,9.4,4.9,Bachelor's Degree,English; French; Hindi,Microcontrollers; ARM; FPGA; Python; RTOS; C++; I2C/SPI; Embedded Linux,Microcontrollers,8,CEH; AWS Certified Developer; Google Cloud Professional,Small (11-50),184330.34,3,3,11
34,Male,Product Management,Other,Contract,Remote,3.5,3.4,Master's Degree,English; German,Agile; Wireframing; Confluence; Jira; A/B Testing; SQL,Agile,6,Certified Scrum Master; Azure Solutions Architect,Small (11-50),215673.26,2,2,8
36,Male,Cybersecurity,Other,Full-time,Hybrid,2.2,1.3,Bootcamp,English; Japanese; French,IDS/IPS; Python; SIEM; Firewalls; Burp Suite; Wireshark; Linux; Cryptography,IDS/IPS,8,Google Cloud Professional,Enterprise (1000+),156145.38,3,1,9
32,Non-Binary,Cybersecurity,Other,Full-time,Remote,6.8,5.5,Bachelor's Degree,English,Cryptography; Wireshark; Firewalls; Python; IDS/IPS; Nmap,Cryptography,6,AWS Certified Developer,Medium (51-200),249279.25,1,1,7
35,Male,Game Development,Other,Full-time,Remote,9.3,5.5,Bootcamp,English; Dutch,Maya; OpenGL; DirectX; Blender,Maya,4,TensorFlow Developer Certificate; PMP,Enterprise (1000+),45418.96,2,2,6
23,Female,QA & Testing,Other,Full-time,Hybrid,3.9,3.3,Bachelor's Degree,English,API Testing; Postman; Cypress; Jira; Selenium; Load Testing; Performance Testing,API Testing,7,Linux Foundation Certified; Certified Scrum Master,Small (11-50),149831.81,1,2,9
31,Male,Game Development,Other,Freelance,Remote,5.8,5.3,PhD,English; Korean,Blender; Shader Programming; OpenGL; 3D Modeling,Blender,4,Linux Foundation Certified,Small (11-50),228172.15,2,1,5
25,Male,DevOps & Cloud,Other,Full-time,Remote,9.0,4.8,Bachelor's Degree,English,Docker; Linux; CI/CD,Docker,3,Linux Foundation Certified,Medium (51-200),284679.55,1,1,4
26,Female,Full-Stack Development,Full Stack Developer,Full-time,Remote,3.3,2.0,Bootcamp,Telugu,Docker; Node.js; Vue.js; MongoDB; PostgreSQL; React,Docker,6,,Medium (51-200),142015.5,1,0,6
28,Male,Frontend Development,Other,Freelance,Remote,9.7,4.9,Bachelor's Degree,English,TypeScript; Webpack; HTML/CSS; Tailwind CSS; React; Vue.js; SASS,TypeScript,7,CISSP; AWS Certified Developer,Enterprise (1000+),218835.21,1,2,9
18,Male,Blockchain & Web3,Other,Full-time,Remote,3.8,3.0,Bachelor's Degree,English; Dutch,Ethereum; Solidity; Web3.js,Ethereum,3,CompTIA Security+,Medium (51-200),177599.83,2,1,4
27,Male,DevOps & Cloud,Other,Full-time,Remote,4.2,3.3,Bachelor's Degree,Telugu; Tamil,Prometheus; Linux; AWS; Helm; Kubernetes; CI/CD,Prometheus,6,CEH,Enterprise (1000+),276206.55,2,1,7
29,Non-Binary,Cybersecurity,Other,Full-time,Hybrid,0.5,0.5,Master's Degree,English; Arabic,Incident Response; SIEM; Cryptography; Linux; Python; Ethical Hacking; Network Security,Incident Response,7,CISSP; Linux Foundation Certified,Enterprise (1000+),132415.72,2,2,9
22,Male,Full-Stack Development,Software Engineer,Full-time,Hybrid,7.5,5.3,Bachelor's Degree,English; Arabic,GraphQL; Redis; Node.js; AWS; Docker; REST APIs; PostgreSQL,GraphQL,7,,Large (201-1000),160368.91,2,0,7
45,Male,Frontend Development,Other,Full-time,Remote,4.1,3.2,Bootcamp,English; Portuguese,Angular; SASS; Tailwind CSS,Angular,3,,Small (11-50),147149.26,2,0,3
38,Female,Database & Data Engineering,Other,Part-time,Remote,0.5,0.5,Master's Degree,English,Redis; PostgreSQL; Kafka; Spark; SQL,Redis,5,AWS Certified Solutions Architect,Medium (51-200),176898.92,1,1,6
31,Female,Site Reliability Engineering,Other,Contract,Remote,1.9,1.4,Bachelor's Degree,English; Bengali; Italian,Grafana; Terraform; Linux,Grafana,3,,Medium (51-200),151994.04,3,0,3
34,Female,Embedded Systems & IoT,Other,Full-time,Remote,10.5,8.6,Bootcamp,Spanish; French; Russian,MATLAB; C++; FPGA; Python,MATLAB,4,Linux Foundation Certified,Enterprise (1000+),180766.53,3,1,5
35,Female,Site Reliability Engineering,Other,Full-time,Hybrid,3.2,1.5,Bootcamp,English; Mandarin; Italian,Kubernetes; CI/CD; Go; Linux; Grafana; AWS; GCP; Terraform,Kubernetes,8,,Startup (1-10),150959.74,3,0,8
33,Male,DevOps & Cloud,Other,Full-time,Remote,9.0,4.9,Bootcamp,English,GCP; CI/CD; Linux; Helm; Jenkins; Azure; Kubernetes; Docker,GCP,8,Certified Scrum Master,Enterprise (1000+),333127.26,1,1,9
22,Male,Full-Stack Development,Senior Software Engineer,Contract,Remote,4.3,2.5,Master's Degree,English; Tamil; Korean,TypeScript; PostgreSQL; Docker; Node.js,TypeScript,4,,Small (11-50),156413.44,3,0,4
33,Male,Data Science & ML,Other,Full-time,Hybrid,10.9,6.8,Master's Degree,English,Pandas; Python; Spark; scikit-learn; R; SQL; OpenCV,Pandas,7,CISSP; Kubernetes CKA; Linux Foundation Certified,Small (11-50),291449.23,1,3,10
31,Male,Blockchain & Web3,Other,Full-time,Hybrid,8.8,6.9,Bachelor's Degree,English,Ethereum; Rust; Foundry; TypeScript; ethers.js,Ethereum,5,Linux Foundation Certified,Enterprise (1000+),250520.23,1,1,6
20,Non-Binary,DevOps & Cloud,Other,Full-time,Remote,0.5,0.5,Associate's Degree,English; Korean,CI/CD; GCP; Kubernetes; Prometheus; Terraform,CI/CD,5,,Enterprise (1000+),116640.63,2,0,5
28,Female,DevOps & Cloud,Platform Engineer,Full-time,On-site,5.1,3.0,Bootcamp,English; Dutch,Ansible; GCP; CI/CD; Helm; Prometheus; Kubernetes,Ansible,6,,Enterprise (1000+),262394.37,2,0,6
33,Male,DevOps & Cloud,Other,Freelance,Remote,7.9,7.3,Bachelor's Degree,Dutch,Terraform; Jenkins; Azure; Docker,Terraform,4,CompTIA Security+,Medium (51-200),179987.16,1,1,5
28,Male,Full-Stack Development,Full Stack Developer,Full-time,On-site,8.2,7.5,Bachelor's Degree,English,AWS; GraphQL; REST APIs; Redis; Python,AWS,5,PMP; TensorFlow Developer Certificate,Enterprise (1000+),273518.99,1,2,7
25,Male,QA & Testing,Other,Freelance,Remote,16.0,10.9,PhD,Korean; Italian,Performance Testing; Load Testing; Playwright; Selenium; Cypress; API Testing; Jira,Performance Testing,7,,Medium (51-200),212209.26,2,0,7
24,Female,Embedded Systems & IoT,Other,Full-time,Remote,2.0,1.1,Bachelor's Degree,English; Portuguese,I2C/SPI; Python; Microcontrollers; RTOS,I2C/SPI,4,,Medium (51-200),128503.01,2,0,4
35,Prefer not to say,Frontend Development,Other,Full-time,Remote,2.2,0.9,Bootcamp,English; Telugu,React; GraphQL; TypeScript; Webpack; Angular,React,5,,Small (11-50),32434.56,2,0,5
28,Male,Game Development,Other,Full-time,Hybrid,8.8,5.0,Bachelor's Degree,Hindi; Russian,DirectX; Photon; OpenGL; Blender,DirectX,4,Linux Foundation Certified,Medium (51-200),119307.3,2,1,5
32,Female,Database & Data Engineering,Other,Full-time,Remote,0.8,0.5,Bachelor's Degree,English; German,Spark; Snowflake; BigQuery; SQL; Airflow; Kafka; Elasticsearch,Spark,7,AWS Certified Developer; AWS Certified Solutions Architect; PMP,Startup (1-10),110717.0,2,3,10
27,Male,Game Development,Other,Full-time,Remote,0.5,0.5,Bachelor's Degree,Spanish; Japanese; Dutch; Portuguese,Shader Programming; 3D Modeling; OpenGL; Physics Engine; Unity; Maya; C#,Shader Programming,7,,Enterprise (1000+),76243.92,4,0,7
45,Prefer not to say,Database & Data Engineering,Other,Full-time,Remote,0.5,0.5,Master's Degree,English; Hindi,Elasticsearch; Spark; Snowflake,Elasticsearch,3,Azure Solutions Architect; PMP,Small (11-50),84653.93,2,2,5
24,Male,Data Science & ML,Other,Full-time,On-site,11.5,8.9,Master's Degree,English; German,R; Pandas; SQL; Spark; PyTorch; Python; TensorFlow,R,7,Certified Scrum Master; TensorFlow Developer Certificate; CEH,Startup (1-10),331407.81,2,3,10
38,Female,Data Science & ML,Other,Full-time,On-site,6.4,5.6,PhD,English,R; OpenCV; Python; NLTK,R,4,,Startup (1-10),311586.81,1,0,4
23,Male,Cybersecurity,Other,Full-time,Hybrid,1.2,0.6,Bachelor's Degree,English,Linux; Incident Response; Firewalls; Python; IDS/IPS; Ethical Hacking,Linux,6,Certified Scrum Master; PMP; CEH,Large (201-1000),172164.63,1,3,9
24,Female,Frontend Development,Other,Part-time,Remote,6.9,5.7,Bachelor's Degree,Telugu; German; Portuguese,Angular; HTML/CSS; React; SASS; Vue.js; GraphQL; Tailwind CSS,Angular,7,CISSP,Large (201-1000),256874.55,3,1,8
36,Female,Mobile Development,Other,Full-time,Hybrid,2.2,1.8,Bootcamp,English; Portuguese; Dutch,Firebase; Xcode; Kotlin,Firebase,3,,Startup (1-10),95077.2,3,0,3
28,Male,Blockchain & Web3,Other,Freelance,Remote,1.9,1.3,Bachelor's Degree,English; Bengali; Italian,Hardhat; DeFi; Rust; Foundry; Ethereum; TypeScript,Hardhat,6,CEH,Medium (51-200),177700.95,3,1,7
33,Male,Backend Development,Other,Part-time,Remote,9.0,6.9,Bachelor's Degree,Bengali; Telugu; Korean,Rust; Ruby; Spring Boot; Express.js; Go; C#,Rust,6,,Startup (1-10),154664.17,3,0,6
32,Male,Frontend Development,Other,Full-time,Remote,3.1,1.5,Bachelor's Degree,English; Russian,TypeScript; Tailwind CSS; Angular; JavaScript; Redux; HTML/CSS; React; SASS,TypeScript,8,,Startup (1-10),97085.92,2,0,8
18,Female,DevOps & Cloud,Other,Full-time,On-site,1.5,0.8,Master's Degree,English; Bengali; Arabic,Terraform; Jenkins; Kubernetes; Azure,Terraform,4,Kubernetes CKA,Medium (51-200),144193.16,3,1,5
27,Female,Frontend Development,Other,Full-time,Remote,6.2,4.1,PhD,Hindi; Spanish,Tailwind CSS; JavaScript; Vue.js; TypeScript; GraphQL; React; Redux; Next.js,Tailwind CSS,8,,Large (201-1000),69033.7,2,0,8
27,Male,DevOps & Cloud,Other,Full-time,Hybrid,16.6,11.6,PhD,English; Hindi,Terraform; CI/CD; GCP,Terraform,3,PMP; Kubernetes CKA,Large (201-1000),341567.0,2,2,5
31,Male,Data Science & ML,Other,Full-time,Hybrid,2.5,1.6,Bachelor's Degree,English,scikit-learn; Pandas; Python,scikit-learn,3,,Medium (51-200),139384.15,1,0,3
32,Male,Cybersecurity,Other,Full-time,On-site,2.7,2.4,Master's Degree,Korean; Italian; Hindi,SIEM; Ethical Hacking; Linux; IDS/IPS; Cryptography; Burp Suite,SIEM,6,CISSP,Large (201-1000),264796.83,3,1,7
28,Male,Cybersecurity,Other,Full-time,Remote,7.2,4.8,Bachelor's Degree,English,Burp Suite; Cryptography; Python,Burp Suite,3,Azure Solutions Architect; Google Cloud Professional,Enterprise (1000+),266349.42,1,2,5
33,Male,Backend Development,Other,Freelance,Remote,1.5,1.4,Bachelor's Degree,English; Arabic; Japanese,Django; Python; Ruby; FastAPI; Express.js; C#; Spring Boot,Django,7,PMP,Enterprise (1000+),99272.49,3,1,8
37,Female,Database & Data Engineering,Other,Full-time,Remote,6.8,6.4,Bachelor's Degree,English; Spanish; Korean,Airflow; PostgreSQL; Kafka; Cassandra; SQL,Airflow,5,AWS Certified Developer,Enterprise (1000+),249373.58,3,1,6
34,Male,Mobile Development,Other,Contract,Remote,2.5,1.5,Bootcamp,Russian; Bengali; English,React Native; Flutter; Firebase; Xcode; Kotlin; SwiftUI; Java; Dart,React Native,8,Certified Scrum Master,Small (11-50),138417.31,3,1,9
34,Male,Backend Development,Other,Full-time,Hybrid,1.6,0.8,Bachelor's Degree,English,Spring Boot; Express.js; Ruby,Spring Boot,3,,Medium (51-200),164872.95,1,0,3
22,Female,Backend Development,Other,Freelance,Remote,9.4,7.7,Bachelor's Degree,English; Spanish; Tamil,PHP; Rust; Java; Python; FastAPI; Ruby; C#,PHP,7,Linux Foundation Certified; Kubernetes CKA; TensorFlow Developer Certificate,Small (11-50),166785.6,3,3,10
29,Non-Binary,Full-Stack Development,Full Stack Developer,Full-time,Hybrid,6.2,4.9,PhD,English,MongoDB; Docker; GraphQL; Vue.js,MongoDB,4,,Small (11-50),187872.15,1,0,4
30,Male,DevOps & Cloud,Other,Freelance,Remote,6.7,6.6,Master's Degree,English,Jenkins; Azure; Kubernetes; AWS,Jenkins,4,Linux Foundation Certified; CISSP,Small (11-50),200219.25,1,2,6
40,Male,Mobile Development,Other,Full-time,Remote,10.2,5.8,Bachelor's Degree,English; Spanish,SwiftUI; Android SDK; Xcode; Swift; Kotlin; Flutter,SwiftUI,6,Google Cloud Professional; Kubernetes CKA,Small (11-50),140512.06,2,2,8
28,Male,Frontend Development,Other,Freelance,Remote,1.7,1.1,Bachelor's Degree,English; German,Redux; JavaScript; React; HTML/CSS; GraphQL,Redux,5,AWS Certified Solutions Architect,Enterprise (1000+),120771.39,2,1,6
38,Non-Binary,QA & Testing,Other,Full-time,Remote,6.6,4.7,Bachelor's Degree,Telugu,TestRail; Selenium; Cypress; Jest; Jira; PyTest,TestRail,6,,Large (201-1000),151484.41,1,0,6
26,Male,DevOps & Cloud,Other,Full-time,Remote,8.5,5.6,Bachelor's Degree,English,Helm; AWS; Jenkins; Kubernetes; Docker; GCP,Helm,6,,Medium (51-200),253235.3,1,0,6
42,Female,Data Science & ML,Other,Full-time,Remote,0.5,0.5,Master's Degree,English,SQL; NLTK; Pandas; PyTorch; Keras; TensorFlow; Python,SQL,7,TensorFlow Developer Certificate; Azure Solutions Architect; PMP,Small (11-50),104168.43,1,3,10
25,Female,Data Science & ML,Other,Full-time,Hybrid,1.3,0.8,Bootcamp,English; Dutch; Hindi; Portuguese,NLTK; Pandas; SQL; TensorFlow; Keras; OpenCV; PyTorch,NLTK,7,Kubernetes CKA; TensorFlow Developer Certificate,Large (201-1000),160818.52,4,2,9
36,Male,Embedded Systems & IoT,Other,Full-time,Hybrid,2.6,2.3,Bachelor's Degree,English,PCB Design; C; Embedded Linux; Python; MQTT; Microcontrollers; ARM,PCB Design,7,Linux Foundation Certified; TensorFlow Developer Certificate,Startup (1-10),84981.66,1,2,9
23,Male,Database & Data Engineering,Other,Full-time,Hybrid,11.7,8.8,Master's Degree,Italian; Korean,Kafka; Snowflake; BigQuery; SQL; Elasticsearch,Kafka,5,Certified Scrum Master; CISSP,Startup (1-10),232147.68,2,2,7
40,Male,Frontend Development,Other,Full-time,On-site,2.6,2.0,Bachelor's Degree,English; Tamil; Korean; German,Webpack; HTML/CSS; Vue.js,Webpack,3,,Large (201-1000),97822.35,4,0,3
38,Female,QA & Testing,Other,Contract,Remote,0.5,0.5,Bootcamp,English; Korean,Playwright; PyTest; JUnit; Cypress; Selenium,Playwright,5,TensorFlow Developer Certificate; AWS Certified Developer,Large (201-1000),71735.32,2,2,7
22,Female,Data Science & ML,Other,Full-time,Remote,2.5,1.5,Master's Degree,English; Tamil,PyTorch; Spark; Pandas,PyTorch,3,,Startup (1-10),164490.45,2,0,3
34,Female,Product Management,Other,Full-time,Remote,0.8,0.8,Bachelor's Degree,English,User Research; A/B Testing; Data Analysis; Roadmapping; Confluence,User Research,5,Google Cloud Professional,Medium (51-200),161662.62,1,1,6
42,Prefer not to say,Data Science & ML,Other,Full-time,On-site,4.2,2.6,Bachelor's Degree,English; Mandarin,OpenCV; R; NLTK; TensorFlow,OpenCV,4,CISSP,Startup (1-10),238239.88,2,1,5
28,Male,Full-Stack Development,Software Engineer,Full-time,On-site,11.3,8.4,PhD,English,Docker; GraphQL; AWS; Vue.js; PostgreSQL; Node.js; REST APIs,Docker,7,,Large (201-1000),112522.92,1,0,7
40,Male,Frontend Development,Other,Full-time,Hybrid,0.5,0.5,High School,English; Portuguese,Tailwind CSS; Vue.js; React; TypeScript; HTML/CSS; JavaScript,Tailwind CSS,6,Certified Scrum Master,Medium (51-200),86116.56,2,1,7
30,Male,Full-Stack Development,Full Stack Developer,Full-time,Remote,6.4,5.5,Bachelor's Degree,English; Mandarin; Tamil,Redis; TypeScript; Vue.js; React; Python; AWS,Redis,6,,Startup (1-10),144442.16,3,0,6
44,Male,Database & Data Engineering,Other,Full-time,Remote,8.3,5.7,Bootcamp,English; German,MongoDB; PostgreSQL; SQL; Spark; Elasticsearch; Redis; Airflow; Snowflake,MongoDB,8,Certified Scrum Master; Kubernetes CKA; CompTIA Security+,Medium (51-200),130342.28,2,3,11
36,Male,Product Management,Other,Full-time,Hybrid,9.6,8.4,Master's Degree,English,SQL; Data Analysis; User Research; Figma; Confluence,SQL,5,TensorFlow Developer Certificate; PMP,Startup (1-10),305477.62,1,2,7
38,Female,Data Science & ML,Other,Full-time,Remote,0.5,0.5,Master's Degree,English; German; Russian,Spark; R; NLTK; SQL; scikit-learn; Keras; OpenCV,Spark,7,CISSP; PMP; CompTIA Security+,Medium (51-200),142455.13,3,3,10
33,Male,Site Reliability Engineering,Other,Full-time,On-site,2.1,1.9,Master's Degree,Italian; German,Go; AWS; Prometheus; Linux; Terraform; Python,Go,6,,Small (11-50),45540.72,2,0,6
33,Male,Mobile Development,Other,Full-time,Hybrid,5.7,4.9,Bootcamp,English,React Native; SwiftUI; Xcode,React Native,3,,Enterprise (1000+),152718.87,1,0,3
22,Female,QA & Testing,Other,Contract,Remote,2.9,1.2,Bachelor's Degree,English; Italian,API Testing; PyTest; Performance Testing,API Testing,3,Google Cloud Professional,Large (201-1000),74142.65,2,1,4
37,Female,Data Science & ML,Other,Full-time,Hybrid,5.8,5.8,Bachelor's Degree,English; Telugu,Python; Spark; Hugging Face; Keras,Python,4,CISSP,Enterprise (1000+),356359.12,2,1,5
37,Male,Full-Stack Development,Web Developer,Part-time,Remote,3.6,1.5,Master's Degree,English; Hindi,Docker; MongoDB; Node.js,Docker,3,,Medium (51-200),224797.78,2,0,3
34,Male,Cybersecurity,Other,Full-time,Hybrid,7.5,5.0,PhD,English; Mandarin,Linux; IDS/IPS; Python; Wireshark; Ethical Hacking; Firewalls; Network Security; Burp Suite,Linux,8,AWS Certified Developer; CEH,Enterprise (1000+),394746.57,2,2,10
45,Prefer not to say,Full-Stack Development,Senior Software Engineer,Full-time,Remote,3.7,2.5,Master's Degree,English,REST APIs; TypeScript; Node.js; Docker; PostgreSQL,REST APIs,5,AWS Certified Solutions Architect; Kubernetes CKA,Enterprise (1000+),282511.2,1,2,7
40,Male,Cybersecurity,Other,Full-time,Remote,8.3,6.5,Bachelor's Degree,English; Italian,SIEM; Network Security; Python; IDS/IPS; Wireshark; Linux,SIEM,6,,Startup (1-10),253688.61,2,0,6
24,Male,Mobile Development,Other,Full-time,Remote,6.7,3.7,Master's Degree,English,React Native; SwiftUI; Swift; Firebase; Jetpack Compose,React Native,5,AWS Certified Solutions Architect; Certified Scrum Master,Startup (1-10),132393.06,1,2,7
40,Male,Full-Stack Development,Software Engineer,Full-time,Remote,3.8,2.1,Master's Degree,English; Japanese; Mandarin,TypeScript; GraphQL; MongoDB; React; Node.js; REST APIs,TypeScript,6,Google Cloud Professional; PMP,Medium (51-200),249663.9,3,2,8
24,Female,Backend Development,Other,Full-time,Remote,11.3,10.3,Master's Degree,English; Hindi,Go; Express.js; C#; FastAPI; Java; Python,Go,6,PMP,Medium (51-200),261097.03,2,1,7
28,Male,Backend Development,Other,Full-time,Remote,10.0,8.7,Master's Degree,Bengali,Java; Node.js; Django; Go; C#,Java,5,Kubernetes CKA; AWS Certified Solutions Architect,Large (201-1000),310554.49,1,2,7
44,Male,QA & Testing,Other,Contract,Remote,9.8,7.9,Bachelor's Degree,English; French,Postman; Selenium; Playwright; PyTest; Jest; Cypress; JUnit; Performance Testing,Postman,8,CISSP,Large (201-1000),160748.65,2,1,9
27,Male,Full-Stack Development,Web Developer,Full-time,Hybrid,1.8,1.8,Bachelor's Degree,English,MongoDB; PostgreSQL; React,MongoDB,3,PMP,Startup (1-10),41320.33,1,1,4
27,Male,DevOps & Cloud,Other,Full-time,Hybrid,3.3,3.2,Bootcamp,Bengali,Terraform; Ansible; GCP,Terraform,3,Azure Solutions Architect; Kubernetes CKA,Large (201-1000),138142.83,1,2,5
30,Male,Backend Development,Other,Full-time,Hybrid,6.3,5.1,Bachelor's Degree,English; French,Express.js; FastAPI; Rust,Express.js,3,TensorFlow Developer Certificate; CEH,Small (11-50),174957.94,2,2,5
19,Male,Cybersecurity,Other,Part-time,Remote,7.6,5.9,Master's Degree,English; Portuguese,Firewalls; IDS/IPS; Ethical Hacking; Linux; Wireshark; Incident Response,Firewalls,6,CEH; TensorFlow Developer Certificate,Small (11-50),66815.77,2,2,8
29,Non-Binary,Product Management,Other,Freelance,Remote,7.1,4.2,Bachelor's Degree,English,Wireframing; SQL; Stakeholder Management,Wireframing,3,,Medium (51-200),259844.57,1,0,3
26,Male,Blockchain & Web3,Other,Contract,Remote,11.2,5.1,Bootcamp,Telugu; Hindi,Rust; Solidity; ethers.js; Go,Rust,4,,Medium (51-200),293655.64,2,0,4
22,Male,Full-Stack Development,Senior Software Engineer,Full-time,On-site,14.4,12.0,Bachelor's Degree,English; Japanese; Arabic; Tamil,Python; PostgreSQL; AWS,Python,3,Google Cloud Professional,Enterprise (1000+),299837.62,4,1,4
28,Female,Database & Data Engineering,Other,Full-time,Remote,3.3,2.6,Master's Degree,English,PostgreSQL; Elasticsearch; Cassandra; Redis; MongoDB; Spark,PostgreSQL,6,Google Cloud Professional,Large (201-1000),194360.29,1,1,7
34,Female,Full-Stack Development,Web Developer,Full-time,Hybrid,7.3,5.2,Bachelor's Degree,English; Spanish; Korean; Italian,React; Docker; MongoDB; Redis; Vue.js,React,5,CEH,Large (201-1000),214245.38,4,1,6
37,Female,Full-Stack Development,Full Stack Developer,Full-time,Remote,4.2,1.8,Master's Degree,English,REST APIs; React; MongoDB; Redis; PostgreSQL; Node.js; Python,REST APIs,7,Google Cloud Professional; Certified Scrum Master; TensorFlow Developer Certificate,Medium (51-200),221004.43,1,3,10
